"id"|"id_registre"|"url"|"orientation"
51826|24970|http://images.cfregisters.org/M119_02_R90/M119_02_R90_401r.jpg|recto
51854|24984|http://images.cfregisters.org/M119_02_R90/M119_02_R90_429r.jpg|recto
51880|24997|http://images.cfregisters.org/M119_02_R90/M119_02_R90_455r.jpg|recto
51874|24994|http://images.cfregisters.org/M119_02_R90/M119_02_R90_449r.jpg|recto
51876|24995|http://images.cfregisters.org/M119_02_R90/M119_02_R90_451r.jpg|recto
51825|24969|http://images.cfregisters.org/M119_02_R90/M119_02_R90_400v.jpg|recto
51893|25003|http://images.cfregisters.org/M119_02_R90/M119_02_R90_468v.jpg|verso
51889|25001|http://images.cfregisters.org/M119_02_R90/M119_02_R90_464v.jpg|verso
51907|25010|http://images.cfregisters.org/M119_02_R90/M119_02_R90_482v.jpg|verso
51884|24999|http://images.cfregisters.org/M119_02_R90/M119_02_R90_459r.jpg|recto
51905|25009|http://images.cfregisters.org/M119_02_R90/M119_02_R90_480v.jpg|verso
51911|25012|http://images.cfregisters.org/M119_02_R90/M119_02_R90_486v.jpg|verso
51909|25011|http://images.cfregisters.org/M119_02_R90/M119_02_R90_484v.jpg|verso
51913|25013|http://images.cfregisters.org/M119_02_R90/M119_02_R90_488v.jpg|verso
51903|25008|http://images.cfregisters.org/M119_02_R90/M119_02_R90_478v.jpg|verso
51917|25015|http://images.cfregisters.org/M119_02_R90/M119_02_R90_492v.jpg|verso
51900|25007|http://images.cfregisters.org/M119_02_R90/M119_02_R90_475r.jpg|recto
51896|25005|http://images.cfregisters.org/M119_02_R90/M119_02_R90_471r.jpg|recto
51921|25017|http://images.cfregisters.org/M119_02_R90/M119_02_R90_496v.jpg|verso
51923|25018|http://images.cfregisters.org/M119_02_R90/M119_02_R90_498v.jpg|verso
51925|25019|http://images.cfregisters.org/M119_02_R90/M119_02_R90_500v.jpg|verso
51894|25004|http://images.cfregisters.org/M119_02_R90/M119_02_R90_469r.jpg|recto
51931|25022|http://images.cfregisters.org/M119_02_R90/M119_02_R90_506v.jpg|verso
51908|25011|http://images.cfregisters.org/M119_02_R90/M119_02_R90_483r.jpg|recto
51912|25013|http://images.cfregisters.org/M119_02_R90/M119_02_R90_487r.jpg|recto
51888|25001|http://images.cfregisters.org/M119_02_R90/M119_02_R90_463r.jpg|recto
51904|25009|http://images.cfregisters.org/M119_02_R90/M119_02_R90_479r.jpg|recto
51935|25024|http://images.cfregisters.org/M119_02_R90/M119_02_R90_510v.jpg|verso
51927|25020|http://images.cfregisters.org/M119_02_R90/M119_02_R90_502v.jpg|verso
51933|25023|http://images.cfregisters.org/M119_02_R90/M119_02_R90_508v.jpg|verso
51941|25027|http://images.cfregisters.org/M119_02_R90/M119_02_R90_516v.jpg|verso
51922|25018|http://images.cfregisters.org/M119_02_R90/M119_02_R90_497r.jpg|recto
51943|25028|http://images.cfregisters.org/M119_02_R90/M119_02_R90_518v.jpg|verso
51953|25033|http://images.cfregisters.org/M119_02_R90/M119_02_R90_528v.jpg|verso
51930|25022|http://images.cfregisters.org/M119_02_R90/M119_02_R90_505r.jpg|recto
51919|25016|http://images.cfregisters.org/M119_02_R90/M119_02_R90_494v.jpg|verso
51955|25034|http://images.cfregisters.org/M119_02_R90/M119_02_R90_530v.jpg|verso
51924|25019|http://images.cfregisters.org/M119_02_R90/M119_02_R90_499r.jpg|recto
51934|25024|http://images.cfregisters.org/M119_02_R90/M119_02_R90_509r.jpg|recto
51969|25041|http://images.cfregisters.org/M119_02_R90/M119_02_R90_544v.jpg|verso
51947|25030|http://images.cfregisters.org/M119_02_R90/M119_02_R90_522v.jpg|verso
