"id"|"id_registre"|"id_piece"|"debut"|"reprise"|"ordre"|"gratuit"|"notes_public"|"notes_lieu"|"notes_representation"
71590|45521|4972|false|false|1|false||Palais Royal|
71591|45521|5690|false|false|2|false||Palais Royal|
71586|45519|4950|false|false|1|false||Palais Royal|
71587|45519|4904|false|false|2|false||Palais Royal|
71578|45515|5316|false|false|1|false||Palais Royal|
71579|45515|5195|false|false|2|false||Palais Royal|
71566|45509|5396|false|false|1|false||Palais Royal|
71555|45503|5190|false|false|1|false||Palais Royal|
71522|45481|4943|false|false|1|false||Palais Royal|
71523|45481|5673|false|false|2|false||Palais Royal|
71636|45545|5515|false|false|1|false||au Palais Royal|
71637|45545|5560|false|false|2|false||Palais Royal|
71624|45540|5427|false|false|1|false||Palais Royal|
71625|45540|5064|false|false|2|false||Palais Royal|
71757|43467|5523|false|false|1|false||au Palais Royal|
71793|43489|4950|false|false|1|false||au Palais Royal|
71813|43502|4879|false|false|1|false||au Palais Royal|
71821|43508|5136|false|false|1|false||au Palais Royal|
71832|43515|5712|false|false|1|false||au Palais Royal|
71771|43474|5385|true|false|1|false||au Palais Royal|
71844|43521|4858|false|false|1|false||au Palais Royal|
72006|43627|4950|false|false|1|false||au Palais Royal|
72020|43634|5136|false|false|1|false||au Palais Royal|
72060|43654|5086|false|false|1|false||au Palais Royal|
71980|43614|4943|false|false|1|false||au Palais Royal|
71992|43620|5284|false|false|1|false||au Palais Royal|
71863|43534|5359|false|false|1|false||au Palais Royal|
71884|43548|5372|false|false|1|false||au Palais Royal|
71950|43599|4885|false|false|1|false||au Palais Royal|
72034|43641|4971|false|false|1|false||au Palais Royal|
71874|43541|5103|false|false|1|false||au Palais Royal|
71964|43606|5268|false|false|1|false||au Palais Royal|
72073|43661|4937|false|false|1|false||au Palais Royal|
72099|43675|5073|false|false|1|false||au Palais Royal|
72112|43682|5396|false|false|1|false||au Palais Royal|
72213|43734|5217|false|false|1|false||au Palais Royal|
72267|43774|4865|false|false|1|false||au Palais Royal|
72281|43767|5483|true|false|1|false||au Palais Royal|
72137|43695|5134|false|false|1|false||au Palais Royal|
72159|43707|5775|true|false|1|false||au Palais Royal|
72173|43714|4914|false|false|1|false||au Palais Royal|
72124|43688|5140|false|false|1|false||au Palais Royal|
72199|43727|18|false|false|1|false||au Palais Royal|
72230|43740|4865|false|false|1|false||au Palais Royal|
72147|43700|5401|false|false|1|false||au Palais Royal|
72187|43721|4937|false|false|1|false||au Palais Royal|
72295|43760|5483|true|false|1|false||au Palais Royal|
72557|42819|5086|false|false|1|false||Palais Royal|
71613|45533|5515|true|false|1|false||Palais Royal|
71639|45547|18|false|false|1|false||Palais Royal|
71640|45547|5068|false|false|2|false||Palais Royal|
71603|45527|5550|false|false|2|false||Palais Royal|
71567|45509|5311|false|false|2|false||Palais Royal|
71784|43482|5322|false|false|1|false||au Palais Royal|
71481|45456|5149|false|false|2|false||Palais Royal|
71469|45449|1350|false|false|2|false||Palais Royal|
71405|45413|5354|false|false|2|false||Palais Royal|
71356|45384|5134|false|false|1|false||Palais Royal|
71346|45377|5030|false|false|2|false||Palais Royal|
71328|45364|4907|false|false|2|false||Palais Royal|
71276|45329|5560|false|false|2|false||Palais Royal|
69479|43213|4865|false|false|1|false||Palais Royal|
69470|43206|4991|false|false|2|false||Palais Royal|
71480|45456|5385|true|false|1|false||Palais Royal|
65761|44253|5819|false|false|1|false||Palais Royal|
65762|44253|5123|true|false|2|false||Palais Royal|
66026|44158|5578|true|false|2|false||Palais Royal|
66067|44140|5094|false|false|2|false||Palais Royal|
71278|45331|5465|false|false|1|false|||
40311|27174|5282|false|false|1|false|||
52577|24790|5172|true|false|1|false|||
45390|27529|5582|true|false|1|false|||
52180|27693|5755|true|false|1|false|||
52913|24975|5463|false|false|1|false|||
63608|42154|4872|false|false|1|false|||
71767|43472|5385|false|false|1|false|||
69385|43801|5374|false|false|2|false|||
52075|27637|5340|true|false|2|false|||
54126|27984|5060|true|false|2|false|||
37742|25056|5158|false|false|1|false|||
37744|25374|5073|false|false|1|false|||
37746|25689|5138|false|false|2|false|||
37747|25718|4926|false|false|1|false|||
37748|25718|4904|false|false|2|false|||
37749|26037|5158|false|false|1|false|||
37750|26037|5294|false|false|2|false|||
37751|26376|5507|false|false|1|false|||
37752|26376|5144|false|false|2|false|||
37754|26609|5144|false|false|2|false|||
37755|26966|5162|false|false|1|false|||
37756|26966|4907|false|false|2|false|||
37745|25689|5126|false|false|1|false|||
37760|27575|5819|false|false|1|false|||
37761|27575|5030|false|false|2|false|||
37763|28065|4904|false|false|2|false|||
37764|28310|5372|false|false|1|false|||
37765|28310|5107|false|false|2|false|||
37766|28431|4858|false|false|1|false|||
37767|28431|4875|false|false|2|false|||
37769|28678|5124|false|false|2|false|||
37770|28958|5409|false|false|1|false|||
37771|28958|5347|false|false|2|false|||
37772|29469|5385|false|false|1|false|||
37773|29469|5149|false|false|2|false|||
37753|26609|5215|false|false|1|false|||
37768|28678|5117|false|false|1|false|||
37759|27184|1350|false|false|2|false|||
37743|25056|5181|true|false|2|false|||
37762|28065|4943|false|false|1|false|||
37934|26282|5401|false|false|1|false|||
37936|26281|5172|false|false|1|false|||
37937|26281|5303|false|false|2|false|||
37940|25995|5161|false|false|2|false|||
37949|25996|5596|false|false|1|false|||
37950|25996|5295|false|false|2|false|||
37951|25997|4922|false|false|1|false|||
37952|25997|5161|false|false|2|false|||
37953|26280|4849|false|false|1|false|||
37954|26280|5029|false|false|2|false|||
37935|26282|4987|false|false|2|false|||
37939|25995|4922|false|false|1|false|||
38132|26279|5160|false|false|1|false|||
38133|26279|5560|false|false|2|false|||
38134|26278|5073|false|false|1|false|||
38135|26277|4849|false|false|1|false|||
38136|26277|5354|false|false|2|false|||
38137|26276|5596|false|false|1|false|||
38139|26275|5064|false|false|2|false|||
38140|26274|5059|false|false|1|false|||
38141|26274|5149|false|false|2|false|||
38142|26273|5276|false|false|1|false|||
38143|26273|5155|false|false|2|false|||
38144|26272|4849|false|false|1|false|||
38145|26272|5294|false|false|2|false|||
38146|26271|5117|false|false|1|false|||
38147|26271|5144|false|false|2|false|||
38148|26270|4849|false|false|1|false|||
38149|26270|5008|false|false|2|false|||
38150|26269|5427|false|false|1|false|||
38151|26269|5124|false|false|2|false|||
38152|26267|5136|false|false|1|false|||
38154|26266|4849|false|false|1|false|||
38155|26266|5008|false|false|2|false|||
38156|26265|5134|false|false|1|false|||
38157|26265|5127|false|false|2|false|||
38158|26262|4849|false|false|1|false|||
38159|26262|5068|false|false|2|false|||
38160|26260|5006|false|false|1|false|||
38161|26260|5303|false|false|2|false|||
38162|26258|5134|false|false|1|false|||
38163|26258|5311|false|false|2|false|||
38165|26257|5121|false|false|2|false|||
38166|26261|4849|false|false|1|false|||
38168|26259|4849|false|false|1|false|||
38169|26259|5144|false|false|2|false|||
38170|26256|4849|false|false|1|false|||
38171|26256|5333|false|false|2|false|||
38172|26255|4958|false|false|1|false|||
38173|26255|5277|false|false|2|false|||
38174|26254|4849|false|false|1|false|||
38175|26254|5100|false|false|2|false|||
38176|26253|5073|false|false|1|false|||
38177|26252|4849|false|false|1|false|||
38178|26252|5333|false|false|2|false|||
38179|26251|4914|false|false|1|false|||
38180|26251|4932|false|false|2|false|||
38181|26250|5073|false|false|1|false|||
38182|26249|4849|false|false|1|false|||
38183|26249|5124|false|false|2|false|||
38138|26275|5029|false|false|1|false|||
38167|26261|4987|false|false|2|false|||
38184|26248|5172|false|false|1|false|||
38185|26248|5022|false|false|2|false|||
38186|26247|4849|false|false|1|false|||
38187|26247|4897|false|false|2|false|||
38190|26244|4849|false|false|1|false|||
38191|26244|5295|false|false|2|false|||
38192|26243|5276|false|false|1|false|||
38193|26243|4932|false|false|2|false|||
38194|26242|4849|false|false|1|false|||
38195|26242|4907|false|false|2|false|||
38196|26241|4849|false|false|1|false|||
38198|26240|5073|false|false|1|false|||
38199|26239|4849|false|false|1|false|||
38200|26239|5187|false|false|2|false|||
38201|26238|4849|true|false|1|false|||
38202|26238|4978|false|false|2|false|||
38203|26237|5073|false|false|1|false|||
38204|26236|5427|false|false|1|false|||
38206|26235|5073|false|false|1|false|||
38207|26234|5073|false|false|1|false|||
38208|26233|5073|false|false|1|false|||
38209|26232|4926|false|false|1|false|||
38210|26232|5155|false|false|2|false|||
38211|26231|5396|false|false|1|false|||
38212|26231|4932|false|false|2|false|||
38213|26230|5073|false|false|1|false|||
38214|26229|5073|false|false|1|false|||
38215|26228|5073|false|false|1|false|||
38216|26227|5073|false|true|1|false|||
38217|26226|5452|false|false|1|false|||
38218|26226|4904|false|false|2|false|||
38219|26225|5596|false|false|1|false|||
38220|26224|5452|false|false|1|false|||
38221|26224|5181|false|false|2|false|||
38222|26223|5596|false|false|1|false|||
38223|26222|5452|false|false|1|false|||
38224|26222|5181|false|false|2|false|||
38225|26220|5006|false|false|1|false|||
38226|26220|5376|false|false|2|false|||
38227|26219|5452|false|false|1|false|||
38228|26219|5170|false|false|2|false|||
38229|26218|5106|false|false|1|false|||
38230|26218|5303|false|false|2|false|||
38231|26217|4885|false|false|1|false|||
38233|26216|5218|false|false|1|false|||
38234|26216|5303|false|false|2|false|||
38235|26215|5452|false|false|1|false|||
38236|26215|5170|false|false|2|false|||
38237|26214|5217|false|false|1|false|||
38238|26214|5064|false|false|2|false|||
38239|26213|5401|false|false|1|false|||
38240|26213|5170|false|false|2|false|||
38241|26212|5126|false|false|1|false|||
38242|26212|5295|false|false|2|false|||
38243|26211|5401|false|false|1|false|||
38245|26210|5126|false|false|1|false|||
38246|26210|5144|false|false|2|false|||
38247|26209|5376|false|false|1|false|||
38248|26209|5022|false|false|2|false|||
38249|26209|5138|false|false|3|false|||
38251|26208|5022|false|false|2|false|||
38252|26208|5068|false|false|3|false|||
38253|26207|4859|false|false|1|false|||
38254|26207|5311|false|false|2|false|||
38255|26206|4958|false|false|1|false|||
38257|26204|5172|false|false|1|false|||
38258|26204|5376|false|false|2|false|||
38260|26205|5022|false|false|2|false|||
38261|26203|5177|false|false|1|false|||
38262|26203|5218|false|false|2|false|||
38264|26202|5022|false|false|2|false|||
38265|26201|4859|false|false|1|false|||
38266|26201|5218|false|false|2|false|||
38267|26200|5177|false|false|1|false|||
38268|26200|4904|false|false|2|false|||
38269|26199|5136|false|false|1|false|||
38270|26199|5030|false|false|2|false|||
38271|26198|5177|false|false|1|false|||
38273|26197|4885|false|false|1|false|||
38274|26197|5376|false|false|2|false|||
38275|26196|5177|false|false|1|false|||
38276|26196|5068|false|false|2|false|||
38277|26195|5542|false|false|1|false|||
38279|26194|5542|false|false|1|false|||
38281|26193|5441|false|false|1|false|||
38263|26202|18|false|false|1|false|||
38153|26267|5673|false|false|2|false|||
38282|26193|5029|false|false|2|false|||
38272|26198|5029|false|false|2|false|||
38256|26206|4987|false|false|2|false|||
38205|26236|4987|false|false|2|false|||
38280|26194|5184|false|false|2|false|||
38278|26195|5184|false|false|2|false|||
38283|26192|5542|false|false|1|false|||
38285|26191|5441|false|false|1|false|||
38287|26190|5542|false|false|1|false|||
38289|26189|5059|false|false|1|false|||
38290|26189|5072|false|false|2|false|||
38291|26188|5542|false|false|1|false|||
38292|26188|5022|false|false|2|false|||
38293|26187|5140|false|false|1|false|||
38294|26186|5542|false|false|1|false|||
38296|26184|5134|false|false|1|false|||
38297|26184|5277|false|false|2|false|||
38298|26185|4926|false|false|1|false|||
38300|26182|5409|false|false|1|false|||
38301|26182|5149|false|false|2|false|||
38302|26180|5086|false|false|1|false|||
38303|26180|4904|false|false|2|false|||
38304|26183|5542|false|false|1|false|||
38305|26183|5138|false|false|2|false|||
38306|26181|5542|false|false|1|false|||
38307|26181|5138|false|false|2|false|||
38308|26179|5542|false|false|1|false|||
38309|26179|5354|false|false|2|false|||
38310|26178|5409|false|false|1|false|||
38314|26177|5542|true|false|1|false|||
38316|26175|5134|false|false|1|false|||
38317|26175|5127|false|false|2|false|||
38319|26174|5311|false|false|2|false|||
38320|26173|5140|false|false|1|false|||
38321|26172|5172|false|false|1|false|||
38322|26172|4973|false|false|2|false|||
38323|26171|5059|false|false|1|false|||
38324|26171|4968|false|false|2|false|||
38325|26170|4940|false|false|1|false|||
38326|26170|5295|false|false|2|false|||
38327|26169|5507|false|false|1|false|||
38328|26169|5124|false|false|2|false|||
38329|26168|4940|false|false|1|false|||
38330|26168|5068|false|false|2|false|||
38331|26167|5427|false|false|1|false|||
38332|26167|5354|false|false|2|false|||
38333|26166|4904|false|false|1|false|||
38335|26166|5144|false|false|3|false|||
38336|26165|4940|false|false|1|false|||
38337|26165|4907|false|false|2|false|||
38338|26164|4940|false|false|1|false|||
38339|26164|5100|false|false|2|false|||
38340|26163|5172|false|false|1|false|||
38341|26163|5144|false|false|2|false|||
38342|26161|5106|false|false|1|false|||
38343|26161|5303|false|false|2|false|||
38344|26162|5172|false|false|1|false|||
38345|26162|5022|false|false|2|false|||
38346|26160|5847|false|false|1|false|||
38347|26160|5748|false|false|2|false|||
38348|26159|5086|false|false|1|false|||
38349|26159|5748|false|false|2|false|||
38351|26158|5064|false|false|2|false|||
38352|26157|5245|false|false|1|false|||
38353|26157|5748|false|false|2|false|||
38355|26156|5127|false|false|2|false|||
38356|26155|5245|false|false|1|false|||
38357|26155|5748|false|false|2|false|||
38359|26154|5354|false|false|2|false|||
38360|26152|5276|false|false|1|false|||
38361|26152|5748|false|false|2|false|||
38362|26153|5245|false|false|1|false|||
38363|26153|5748|false|false|2|false|||
38364|26151|5441|false|false|1|false|||
38365|26151|4932|false|false|2|false|||
38366|26150|5640|true|false|1|false|||
38368|26149|5134|false|false|1|false|||
38369|26149|4907|false|false|2|false|||
38370|26148|5847|false|false|1|false|||
38371|26148|5187|false|false|2|false|||
38372|26147|5396|false|false|1|false|||
38373|26147|4875|false|false|2|false|||
38374|26146|5847|false|false|1|false|||
38377|26145|5277|false|false|2|false|||
38378|26144|5847|false|false|1|false|||
38379|26144|5121|false|false|2|false|||
38381|26143|4904|false|false|2|false|||
38382|26142|5847|false|false|1|false|||
38383|26142|5100|false|false|2|false|||
38375|26146|1350|false|false|2|false|||
38244|26211|5673|false|false|2|false|||
38299|26185|5673|false|false|2|false|||
38380|26143|5029|false|false|1|false|||
38376|26145|5029|false|false|1|false|||
38286|26191|5029|false|false|2|false|||
38334|26166|4987|false|false|2|false|||
38313|26176|4987|false|false|2|false|||
38311|26178|4987|false|false|2|false|||
38295|26186|5184|false|false|2|false|||
38288|26190|5184|false|false|2|false|||
38284|26192|5184|false|false|2|false|||
38384|26141|5427|false|false|1|false|||
38385|26141|4978|false|false|2|false|||
38386|26140|5847|false|false|1|false|||
38387|26140|5144|false|false|2|false|||
38389|26139|5127|false|false|2|false|||
38390|26138|5847|false|false|1|false|||
38391|26138|4907|false|false|2|false|||
38392|26137|5847|false|false|1|false|||
38393|26137|5311|false|false|2|false|||
38395|26136|5064|false|false|2|false|||
38397|26135|4932|false|false|2|false|||
38398|26134|4958|false|false|1|false|||
38399|26134|5149|false|false|2|false|||
38400|26132|5847|false|false|1|false|||
38401|26132|5354|false|false|2|false|||
38402|26133|5217|false|false|1|false|||
38403|26133|5155|false|false|2|false|||
38404|26131|5284|false|false|1|false|||
38406|26130|5847|false|false|1|false|||
38408|26129|5217|false|false|1|false|||
38409|26129|5422|false|false|2|false|||
38410|26128|5847|true|false|1|false|||
38411|26128|4968|false|false|2|false|||
38354|26156|5385|false|false|1|false|||
38318|26174|5385|false|false|1|false|||
38367|26150|5748|true|false|2|false|||
38412|26127|5059|false|false|1|false|||
38413|26127|4904|false|false|2|false|||
38414|26122|5023|false|false|1|false|||
38415|26122|5311|false|false|2|false|||
38417|26121|5218|false|false|2|false|||
38418|26124|5427|false|false|1|false|||
38419|26123|5276|false|false|1|false|||
38420|26118|5023|false|false|1|false|||
38421|26126|5086|false|false|1|false|||
38422|26126|5295|false|false|2|false|||
38424|26125|5064|false|false|2|false|||
38425|26120|5086|false|false|1|false|||
38426|26120|5144|false|false|2|false|||
38427|26119|5294|false|false|1|false|||
38428|26119|5155|false|false|2|false|||
38429|26117|5099|false|false|1|false|||
38430|26116|5409|false|false|1|false|||
38431|26116|5144|false|false|2|false|||
38432|26115|5006|false|false|1|false|||
38433|26114|5409|false|false|1|false|||
